,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
37,37,John,showed,his sister,"['older', 'step']","['in college', 'for biology']",the building,"['Baroque', 'church']","['with the dome', 'by the famous artist', 'from Italy']",5,6,-5.7883266302,his older step sister in college for biology,the Baroque church building with the dome by the famous artist from Italy,14,19,8,15,8,13,-5.6645143949,8,15,-5.2034784647,8,15,-5.1308290958,8,15,-5.1274321446,8,15,-4.9686270127,8,14,-5.1421623413,8,14,-7.2483998228,8,15,-5.2150105749,9,16,-4.6359850292,9,16,-4.7685151758,9,16,-5.03535923,8,14,-5.6303069305,8,14,0.7368421053,0.6153846154,0.8333333333,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,-0.1836334933,-0.3867472128,-0.1731538296,-0.3629050556,-0.49205980450000003,-0.3794925316,-0.2579108419,-0.0132438846,-0.1906791461,0.0134000414,-0.2277320958,-0.1299970635,da,"[6.0, 5.0, 2.0, 7.0, 7.0]"
38,38,John,made,the man,['homeless'],['on the street'],a feast,"['grand', 'hearty', 'celebratory']","['of pie', 'from the farm']",3,6,-4.8284268379,the homeless man on the street,a grand hearty celebratory feast of pie from the farm,7,15,6,11,6,10,-4.8668495178,6,11,-4.7333183289,6,11,-4.4958307743,6,11,-4.8570843935,6,11,-4.8539336977,6,11,-5.1435037568,6,11,-6.6601267769,6,11,-4.7647621972,7,11,-4.4483226901,6,13,-4.5163617756,6,13,-4.6885694981,6,11,-5.0364012718,6,11,0.4666666667,0.6000000000000001,0.5,John made a grand hearty celebratory feast of pie from the farm for the homeless man on the street.,John made the homeless man on the street a grand hearty celebratory feast of pie from the farm.,-0.2528938294,-0.34651776360000003,-0.4189732326,-0.0444966931,-0.3972503128,-0.1693731591,-0.2816773937,-0.3575799125,-0.2833724634,-0.1905212214,-0.0923278934,0.2326763805,da,"[3.0, 7.0, 6.0, 1.0, 4.0]"
39,39,John,cooked,the man,"['sick', 'homeless']",['on the street'],a feast,['hearty'],"['with chicken', 'from the farm']",4,4,-5.0880210665,the sick homeless man on the street,a hearty feast with chicken from the farm,8,10,7,8,7,8,-4.4980621338,7,8,-4.6350324419,7,8,-4.3959932857,7,8,-4.3452279568,7,8,-4.4539840096,7,8,-4.4521327521,7,8,-6.7349121947,7,8,-4.9254546165,8,8,-3.9896028610000003,7,10,-4.0375096003,7,10,-4.1789151298,7,8,-4.1545497047,7,8,0.8,0.875,1.0,John cooked a hearty feast with chicken from the farm for the sick homeless man on the street.,John cooked the sick homeless man on the street a hearty feast with chicken from the farm.,-0.5468480727,-0.650237127,-0.7734386531,-0.4490508332,-0.37532778510000003,-0.4789889416,-0.4496051889,-0.2764635087,-0.3956036953,-0.42306891280000003,-0.299119058,-0.3092801773,da,"[2.0, 7.0, 2.0, 4.0, 2.0]"
40,40,John,wrote,his family,['religious'],['in the plains'],a letter,['long'],"['with bank information', 'for the financial account']",3,4,-5.731907192,his religious family in the plains,a long letter with bank information for the financial account,10,17,6,10,6,10,-5.1066446806,6,10,-4.9435559323,6,10,-4.8844933259,6,10,-4.9508066679,6,10,-5.0480133295,6,10,-5.1012214422,6,10,-6.712526083,6,10,-4.8413404164000005,6,10,-4.7582072985,7,10,-4.8907347634,7,10,-4.751069621,6,10,-5.1417342989,6,10,0.5882352941,0.6000000000000001,0.75,John wrote a long letter with bank information for the financial account to his religious family in the plains.,John wrote his religious family in the plains a long letter with bank information for the financial account.,-0.7170440384,-0.5453647033,-0.9255788842,-0.5210667479000001,-0.22799612970000002,-0.4666489237,-1.1366773781,-1.0466560982,-0.150288676,-0.3157362506,-0.4605901283,-0.4330192505,da,"[3.0, 7.0, 1.0, 1.0, 2.0]"
41,41,John,showed,the group,['crowded'],[],his outfit,['expensive'],[],2,2,-6.0667150286,the crowded group,his expensive outfit,4,6,4,4,3,3,-5.5156021118,4,4,-5.2473568387,4,4,-5.4251734946,4,4,-5.6053914494,4,4,-6.11121912,4,4,-6.6699501514,4,4,-8.6270167828,4,4,-5.4347613653,4,4,-6.211107254,4,4,-6.4904124737,4,4,-5.525422838,4,4,-5.6153623263,4,4,0.6666666667000001,1.0,1.0,John showed his expensive outfit to the crowded group.,John showed the crowded group his expensive outfit.,-0.8817567825,-0.9304175906000001,-0.9230218198000001,-0.7430410915,-0.4386355824,-0.32399618890000004,-0.6309689151,-0.872935454,-0.6081186401,-0.444025384,-0.3776864741,-0.4477220376,da,"[7.0, 3.0, 6.0, 4.0]"
42,42,John,showed,the group,['tour'],['from America'],his outfit,"['expensive', 'handmade']",['for the gala'],3,4,-5.7451463938,the tour group from America,his expensive handmade outfit for the gala,8,12,5,8,5,7,-5.226808548,5,8,-5.3142807484,5,8,-5.045248121,5,8,-5.010773778,5,8,-5.2102391124,5,7,-5.6405019462,5,7,-8.618865518,5,8,-5.9583029467,5,9,-4.8448297977,5,9,-4.8128398259,5,9,-4.4772333818,5,9,-4.7783861721,5,9,0.6666666667000001,0.7142857143,0.75,John showed his expensive handmade outfit for the gala to the tour group from America.,John showed the tour group from America his expensive handmade outfit for the gala.,-0.036225509600000004,0.0304156463,-0.3760234893,-0.2690880537,-0.4648717681,-0.3490632991,0.041261790400000005,-0.2922352534,-0.14858771780000002,-0.2071007467,-0.2590306384,-0.0794782376,da,"[4.0, 7.0, 1.0, 4.0, 3.0]"
43,43,John,mailed,his wife,[],['with the gambling addiction'],a letter,[],['with bank information'],2,2,-5.5001532691,his wife with the gambling addiction,a letter with bank information,9,9,7,6,6,5,-4.8520426069,7,6,-5.0462515695,7,6,-4.8860905852,7,6,-4.9867096628,7,6,-4.9811692556,7,6,-5.0525304476,7,6,-7.6079593658,7,6,-4.3177088569,9,6,-4.6348519623,7,6,-4.9347688258,7,6,-4.4201231003,7,6,-4.4432446616,7,6,1.0,1.2,1.0,John mailed a letter with bank information to his wife with the gambling addiction.,John mailed his wife with the gambling addiction a letter with bank information.,-0.7510275788,-0.4275329506,-0.7960850144,-0.6938139895000001,-0.1350651832,-0.23795844260000001,-0.7607332707000001,-0.7036156286,-0.2851280868,-0.1884211321,-0.3645672431,-0.4972704898,da,"[7.0, 6.0, 3.0, 1.0]"
44,44,John,showed,his mom,"['supportive', 'caring']",['with a film degree'],a presentation,"['detailed', 'PowerPoint']","['on his research', 'on chemistry']",4,5,-6.0271231651,his supportive caring mom with a film degree,a detailed PowerPoint presentation on his research on chemistry,12,18,8,9,8,9,-5.6069789886,8,9,-5.5351942062,8,9,-5.4868038893,8,9,-5.605867219,8,9,-5.5314214797,8,9,-5.5733358974,8,9,-7.9804516974,8,9,-5.5456420708,10,12,-5.0612107624,8,10,-5.1016013622,8,10,-5.0496140889,8,10,-5.0689566249,8,10,0.6666666667000001,0.8888888889000001,0.8,John showed a detailed PowerPoint presentation on his research on chemistry to his supportive caring mom with a film degree.,John showed his supportive caring mom with a film degree a detailed PowerPoint presentation on his research on chemistry.,-0.6968251078000001,-0.4267124277,-0.2465196597,-0.4476758216,-0.11272682240000001,0.0563587064,-1.1280507621,-0.23973630580000002,-0.45776245190000003,-0.4624367328,-0.114820058,-0.4723918801,da,"[4.0, 5.0, 5.0, 4.0, 6.0]"
45,45,John,constructed,the citizens,['homeless'],['in the Midwest'],a house,['beautiful'],['for fishing by the lake'],3,3,-5.3599154528,the homeless citizens in the Midwest,a beautiful house for fishing by the lake,10,11,6,8,6,8,-5.0408495735,6,8,-5.197122686,6,8,-5.11264902,6,8,-5.0193540629,6,8,-5.1019708845,6,8,-5.4632789294,6,8,-7.3924049801,6,8,-4.5772921914,8,8,-4.4951610314,7,8,-4.3764176871,7,8,-4.6302951364,6,8,-4.7533721363,6,8,0.9090909091,0.75,1.0,John constructed a beautiful house for fishing by the lake for the homeless citizens in the Midwest.,John constructed the homeless citizens in the Midwest a beautiful house for fishing by the lake.,-0.7749086548,-0.822142012,-0.4924526548,-0.5239998821,-0.5367009905,-0.2327711255,-0.44516456520000003,-0.4256856037,-0.6623588654,-0.7903097498,-0.5516927453,-0.8161004747,da,"[2.0, 5.0, 7.0, 4.0, 7.0]"
46,46,John,showed,his friend,"['trusted', 'longtime']",['with an art history degree'],his outfit,"['expensive', 'handmade', 'silk']","['for the gala', 'for the evening']",4,6,-5.4696932634,his trusted longtime friend with an art history degree,his expensive handmade silk outfit for the gala for the evening,14,17,9,12,9,11,-5.2356133461,9,12,-4.9840602875,9,12,-4.9575407108,9,12,-5.0012716254,9,12,-5.0917360981,9,11,-5.4334413807,9,11,-8.1839590454,9,12,-5.8273377602,10,13,-4.3935901677,10,13,-4.4116039276,10,13,-4.5642531204,9,13,-4.8186368179,9,13,0.8235294118,0.8181818182,0.6666666667000001,John showed his expensive handmade silk outfit for the gala for the evening to his trusted longtime friend with an art history degree.,John showed his trusted longtime friend with an art history degree his expensive handmade silk outfit for the gala for the evening.,-0.5615927033,-0.3174785945,-0.27845843800000003,-0.2103535567,-0.258992932,-0.2585808392,0.014372168400000001,-0.18115823820000002,-0.17715599740000001,-0.1014147905,-0.13148763900000002,-0.0377554663,da,"[1.0, 7.0, 5.0, 1.0, 7.0]"
47,47,John,built,the children,"['young', 'orphaned']",[],a boat,['fast'],['with powered engines'],3,3,-5.2301443645,the young orphaned children,a fast boat with powered engines,7,9,6,6,4,6,-4.9542413439,6,6,-5.1473565783,6,6,-4.9389095988000005,6,6,-4.9657948017,6,6,-5.2917246501,6,6,-5.5849734306,6,6,-8.0017834028,6,6,-4.8133008957,6,7,-4.7090423703,7,6,-4.6983185112,7,6,-4.8516689369,6,6,-5.1460174492,6,6,0.7777777778,0.6666666667000001,1.0,John built a fast boat with powered engines for the young orphaned children.,John built the young orphaned children a fast boat with powered engines.,-0.9224491539,-0.7450413756,-0.3905956981,-0.5275918337000001,-0.1058768181,-0.2130689349,-0.3704076857,-0.7542194843000001,-0.4228737394,-0.4149899821,-0.30913515140000003,-0.38243931210000004,da,"[7.0, 6.0, 7.0, 6.0]"
48,48,John,prepared,his family,['large'],"['of ten', 'with extended relatives', 'from Mississippi']",soup,[],['from his kitchen'],5,2,-5.5226392185,his large family of ten with extended relatives from Mississippi, soup from his kitchen,20,5,10,4,10,4,-5.2486226699,10,4,-5.2217698939,10,4,-5.2560567295,10,4,-5.1350984854,10,4,-5.2854230669,10,4,-5.529008309,10,4,-8.7666562133,10,4,-6.1594592263,10,4,-4.9663543171,10,4,-5.0848134889,10,4,-4.9635130938,10,4,-5.2528261858,10,4,4.0,2.5,2.5,John prepared soup from his kitchen for his large family of ten with extended relatives from Mississippi.,John prepared his large family of ten with extended relatives from Mississippi soup from his kitchen.,-1.0093211987,-1.1991485708,-1.279183414,-1.2685858923,-0.7921804976,-0.6016834718,-1.0674665847,-0.4817856918,-0.8205098795,-0.93550889,-0.5641530577,-0.47320961780000004,da,"[7.0, 6.0, 7.0, 1.0]"
49,49,John,gave,his friend,['trusted'],"['with the medical degree', 'from Michigan']",a car,['red'],"['with drivers assistance', 'for safe commuting']",4,4,-6.0227567582,his trusted friend with the medical degree from Michigan,a red car with drivers assistance for safe commuting,15,14,9,9,9,9,-5.7270653134,9,9,-5.5861580258,9,9,-5.5260337194,9,9,-5.4580001377,9,9,-5.5834496021,9,9,-5.6710189256,9,9,-7.2456678694,9,9,-6.1833924597,9,10,-5.1568827836,9,10,-5.2730822978,9,10,-5.4089040756,9,9,-6.216978391,9,9,1.0714285714,1.0,1.0,John gave a red car with drivers assistance for safe commuting to his trusted friend with the medical degree from Michigan.,John gave his trusted friend with the medical degree from Michigan a red car with drivers assistance for safe commuting.,-0.38684383580000004,0.163984335,-0.0947600762,0.1823183559,0.0279730274,-0.059124576000000005,-0.49474055120000004,-0.35835283970000004,-0.0978541601,-0.1671957121,0.1490166902,0.4434528907,da,"[1.0, 6.0, 6.0, 2.0, 6.0]"
50,50,John,sent,his friend,"['good', 'trusted']",[],flowers,['pink'],"['from the nursery in town', 'with a lace wrap']",3,4,-5.8816459444,his good trusted friend,pink flowers from the nursery in town with a lace wrap,5,14,5,12,4,11,-5.8603148990000005,5,12,-5.5920189752,5,12,-5.5400363869,5,12,-5.7217742072,5,12,-5.5770644138,5,11,-5.802463155,5,11,-7.2575764656,5,12,-5.5213391251,5,12,-4.7857770486,5,14,-4.9048985134,5,14,-5.3147855865,5,11,-5.6122669114,5,11,0.3571428571,0.3636363636,0.75,John sent pink flowers from the nursery in town with a lace wrap to his good trusted friend.,John sent his good trusted friend pink flowers from the nursery in town with a lace wrap.,-0.1550417258,-0.3478425468,-0.07512127340000001,-0.34126489930000004,-0.1865126236,-0.049318875500000005,0.015548335200000001,-0.20318304480000002,-0.27486735100000004,-0.1531516649,-0.1455254897,-0.45732999630000004,da,"[5.0, 7.0, 6.0, 2.0]"
51,51,John,showed,the group,"['large', 'crowded']","['with bags', 'with maps']",his outfit,"['expensive', 'handmade', 'tailored', 'silk']","['from the designer', 'for the gala', 'for the evening']",5,8,-6.0737392991,the large crowded group with bags with maps,his expensive handmade tailored silk outfit from the designer for the gala for the evening,9,25,8,16,8,15,-5.9655962344,8,16,-5.5004447654,8,16,-5.6775048044,8,16,-5.5901557958,8,16,-5.6209465486,8,15,-6.0053348718,8,15,-8.5072607824,8,16,-5.9813562552,9,18,-5.1337586085,8,18,-5.152173535,8,18,-5.2270146438,8,17,-5.5272065912,8,17,0.36,0.5333333333,0.625,John showed his expensive handmade tailored silk outfit from the designer for the gala for the evening to the large crowded group with bags with maps.,John showed the large crowded group with bags with maps his expensive handmade tailored silk outfit from the designer for the gala for the evening.,-0.23611762100000003,-0.6225730592000001,-0.3206716419,-0.23190260680000002,-0.049645961200000005,0.0727166756,-0.1578704686,-0.1056795652,0.0629538317,0.1010520206,0.0518272327,0.4159550957,da,"[7.0, 5.0, 5.0]"
52,52,John,sells,students,['wealthy'],['in the city'],cars,['sports'],"['with loud exhausts', 'from Japan']",3,4,-5.5398225784,wealthy students in the city,sports cars with loud exhausts from Japan,8,9,6,8,5,7,-5.1191403866,6,8,-4.6170799732,6,8,-4.5626346171,6,8,-4.4697962999,6,8,-4.8970160204,6,8,-5.0719871801,6,8,-7.475690449,6,8,-5.1877020948,6,9,-4.4020961391,5,8,-4.4869296286,5,8,-4.2196574807,6,9,-4.3961709738,6,9,0.8888888889000001,0.7142857143,0.75,John sells sports cars with loud exhausts from Japan to wealthy students in the city.,John sells wealthy students in the city sports cars with loud exhausts from Japan.,-1.0943603356,-1.4342887402,-1.1305450857,-1.382859397,-0.5488288087000001,-0.7824928779,-0.7132383339,-0.6388781018,-0.5939629981,-0.5566034722000001,-1.1233848612,-1.0830211878,da,"[2.0, 6.0, 6.0, 1.0]"
53,53,John,drafted,his family,"['large', 'extended']","['from the farms', 'in the plains', 'in Kansas']",a letter,"['serious', 'long']","['with bank information', 'for the house']",6,5,-5.7807329559000005,his large extended family from the farms in the plains in Kansas,a serious long letter with bank information for the house,17,16,12,10,12,10,-5.2790930176,12,10,-5.1771287537,12,10,-5.3075446892,12,10,-5.0245495415,12,10,-5.0778228503,12,10,-5.316034207,12,10,-7.4044604852,12,10,-5.1279158592,12,10,-4.6495323181,13,10,-4.6660768134,13,10,-4.8611982346,12,10,-5.175638237,12,10,1.0625,1.2,1.2,John drafted a serious long letter with bank information for the house for his large extended family from the farms in the plains in Kansas.,John drafted his large extended family from the farms in the plains in Kansas a serious long letter with bank information for the house.,-0.49584429420000004,-0.6287951851,-0.4265071742,-0.5149083956,-0.4438045377,-0.3613796762,-1.0096917937,-0.4277519799,-0.4600476512,-0.3842697907,-0.4262153228,-0.3586788591,da,"[6.0, 7.0, 6.0, 7.0]"
54,54,John,showed,his sister,"['tall', 'older', 'step']",[],the building,"['tall', 'church']",['by the famous artist'],4,4,-6.6415501833,his tall older step sister,the tall church building by the famous artist,7,11,6,8,5,8,-6.299134016,6,8,-6.0031267405,6,8,-5.785888046,6,8,-5.824082762,6,8,-5.6644501967,6,8,-5.9698773272,6,8,-7.7617198159,6,8,-5.6404919326,6,8,-5.9134812916,6,8,-6.1462171218,6,8,-5.2520370483,6,8,-5.5911663771,6,8,0.6363636364,0.625,1.0,John showed the tall church building by the famous artist to his tall older step sister.,John showed his tall older step sister the tall church building by the famous artist.,-0.0682660898,-0.2488515615,-0.369615831,-0.5136102617,-0.1609127837,-0.109466409,-0.41757840620000003,-0.1989980996,-0.14153731220000002,-0.0941178956,-0.6544143677,-0.929234306,da,"[6.0, 6.0, 1.0, 4.0]"
55,55,John,rents,students,"['wealthy', 'college']","['with jobs', 'in the city']",apartments,['cheap'],[],5,2,-4.8585664309,wealthy college students with jobs in the city,cheap apartments,12,4,9,4,8,2,-4.4366290753,9,4,-4.6729158255,9,4,-4.4547563333,9,4,-4.2387515215,9,4,-4.4849674361,9,3,-4.7965578011,9,3,-7.624441215,9,4,-4.9472276052,9,5,-4.2837785403,8,3,-4.4623184522,8,3,-4.3265757928,9,4,-4.5194102067,9,4,3.0,4.0,2.5,John rents cheap apartments to wealthy college students with jobs in the city.,John rents wealthy college students with jobs in the city cheap apartments.,-1.4595641111,-1.5298385131,-1.4015134634,-1.462342788,-1.3807911663,-1.4437240375,-1.3257054234,-0.6132602442,-0.9864854381,-0.9439206146,-1.2275444697,-1.4791468443,da,"[7.0, 6.0, 7.0, 7.0, 7.0]"
56,56,John,rents,students,['wealthy'],['at the campus'],apartments,"['small', 'cheap', 'studio']","['with balconies', 'on the main street']",3,6,-5.3715297297,wealthy students at the campus,small cheap studio apartments with balconies on the main street,8,16,6,11,5,10,-4.9475442987000005,6,11,-4.6941863612,6,11,-4.6057785938,6,11,-4.755265788,6,11,-4.5863654137,6,11,-5.0203202009,6,11,-6.9348518848000005,6,11,-5.1202588515,6,14,-4.4287338711,5,11,-4.586976074,5,11,-4.3181657289,6,11,-4.6350332561,6,11,0.5,0.5,0.5,John rents small cheap studio apartments with balconies on the main street to wealthy students at the campus.,John rents wealthy students at the campus small cheap studio apartments with balconies on the main street.,-0.4681907341,-0.5973317442,-0.5900984814,-0.7134707281,-0.8722599782,-0.8088304256000001,-0.8133869046000001,-0.5356059322,-0.6581321739,-0.5416400444,-0.9148762993,-1.0945445502,da,"[3.0, 7.0, 3.0, 7.0]"
57,57,John,cooked,his mother,"['sick', 'disabled']","['in Miami', 'with Alzheimers']",a feast,"['grand', 'celebratory']","['of pie', 'with chicken']",5,5,-5.8424438997,his sick disabled mother in Miami with Alzheimers,a grand celebratory feast of pie with chicken,15,13,10,9,8,8,-5.2064470811,10,9,-5.5751358596,10,9,-5.405506871,10,9,-5.3469494906,10,9,-5.1765789986,11,9,-5.6384877563,11,9,-8.3991714768,10,9,-5.5594509045,12,9,-4.7304196167,11,10,-4.9703348351,11,10,-5.0205744868,11,9,-5.0006446838,11,9,1.1538461538,1.0,1.0,John cooked a grand celebratory feast of pie with chicken for his sick disabled mother in Miami with Alzheimers.,John cooked his sick disabled mother in Miami with Alzheimers a grand celebratory feast of pie with chicken.,-0.6095450018,-0.49990686500000003,-0.7093497127,-0.7287811057,-0.4278539367,-0.3597519475,-0.5152438827,-0.3925981436,-0.47242200300000003,-0.2032215722,-0.5593044937,-0.7581507510000001,da,"[7.0, 1.0, 5.0, 7.0, 6.0]"
